Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
OTHER,7,FORD,GREY,Alloy,63005,SPORTS,4243,7536,YES
MANHEIM,5,KIA,WHITE,Covers,54233,MEDIUM,3161,3914,YES
ADESA,6,CHRYSLER,GOLD,NULL,72197,MEDIUM,2927,6113,YES
MANHEIM,7,CHRYSLER,SILVER,Covers,88771,MEDIUM,3908,7076,NO
ADESA,2,DODGE,RED,Covers,65248,MEDIUM,8206,9362,YES
MANHEIM,6,CHRYSLER,SILVER,Alloy,81104,MEDIUM,3057,6271,NO
ADESA,3,DODGE,GREEN,Alloy,71008,VAN,6343,7350,NO
OTHER,3,SUZUKI,BLUE,NULL,43283,MEDIUM,4324,7744,YES
OTHER,4,MITSUBISHI,GREY,Covers,77995,COMPACT,4305,5149,NO
MANHEIM,4,DODGE,GREEN,Covers,66031,SPECIALTY,7783,11586,YES
ADESA,3,CHEVROLET,WHITE,Alloy,79154,MEDIUM,6935,7990,YES
MANHEIM,5,HYUNDAI,BLACK,Alloy,59963,MEDIUM,4181,5015,YES
MANHEIM,5,PONTIAC,SILVER,Covers,78980,LARGE,4954,8469,NO
MANHEIM,3,CHEVROLET,GREY,Covers,77069,COMPACT,4491,7899,NO
MANHEIM,5,NISSAN,SILVER,Covers,77309,MEDIUM,6998,10226,YES
MANHEIM,5,FORD,RED,Alloy,76669,'MEDIUM SUV',9594,13803,NO
MANHEIM,5,MITSUBISHI,GREY,Covers,85619,MEDIUM,5045,7791,YES
MANHEIM,3,CHRYSLER,SILVER,Covers,87552,SPECIALTY,10661,14540,YES
MANHEIM,5,CHEVROLET,BLACK,Alloy,74307,LARGE,4563,8115,NO
OTHER,3,FORD,SILVER,Alloy,64100,CROSSOVER,6877,7927,NO
ADESA,5,CHEVROLET,SILVER,Alloy,105176,MEDIUM,3976,7173,NO
MANHEIM,2,CHRYSLER,SILVER,Covers,88173,VAN,0,0,NO
ADESA,4,CHEVROLET,BLUE,NULL,81476,COMPACT,4566,7740,YES
OTHER,1,CHRYSLER,BLACK,Covers,54767,MEDIUM,7960,9097,YES
OTHER,3,CHEVROLET,WHITE,Covers,67004,LARGE,7992,11408,NO
MANHEIM,2,SUZUKI,SILVER,Covers,53004,MEDIUM,5659,6612,NO
OTHER,4,CHEVROLET,GOLD,Covers,87694,COMPACT,3140,3891,YES
MANHEIM,2,DODGE,BLUE,Covers,75309,MEDIUM,8143,11384,NO
MANHEIM,2,CHEVROLET,SILVER,Covers,84200,MEDIUM,6325,7331,NO
OTHER,5,FORD,WHITE,Covers,72747,VAN,3987,7426,NO
ADESA,5,HONDA,WHITE,Covers,57860,MEDIUM,6963,10603,YES
MANHEIM,1,DODGE,GREY,Alloy,48634,MEDIUM,7536,11544,NO
OTHER,8,DODGE,BLACK,Alloy,82522,'MEDIUM SUV',2613,3322,YES
OTHER,2,FORD,BLACK,Covers,68276,LARGE,8641,9832,YES
MANHEIM,4,HYUNDAI,GREY,Alloy,77696,COMPACT,3179,3933,NO
MANHEIM,3,SUZUKI,RED,Covers,78210,MEDIUM,4334,7488,NO
OTHER,4,FORD,BLACK,Alloy,80222,MEDIUM,7389,11795,NO
MANHEIM,5,MERCURY,SILVER,Alloy,78908,VAN,4745,5625,YES
MANHEIM,8,TOYOTA,BLUE,Covers,97354,COMPACT,2761,5845,YES
OTHER,5,CHEVROLET,GREY,Alloy,86110,'MEDIUM SUV',6466,9975,NO
MANHEIM,3,DODGE,GREEN,Alloy,70627,MEDIUM,4244,7288,YES
MANHEIM,3,NISSAN,BLACK,Covers,71053,MEDIUM,0,0,NO
MANHEIM,6,DODGE,RED,Alloy,58066,VAN,3435,4210,YES
ADESA,4,HYUNDAI,GREY,Covers,76560,COMPACT,3257,4018,YES
ADESA,7,DODGE,WHITE,Special,76650,VAN,3258,6510,YES
ADESA,6,TOYOTA,RED,Alloy,82362,MEDIUM,6530,10500,NO
MANHEIM,4,FORD,WHITE,Covers,84483,MEDIUM,3452,4228,NO
MANHEIM,3,DODGE,SILVER,Covers,53339,MEDIUM,5480,6418,NO
MANHEIM,4,DODGE,RED,Alloy,43823,'MEDIUM SUV',9518,13830,NO
ADESA,7,PONTIAC,SILVER,Alloy,74097,MEDIUM,3783,6623,YES
MANHEIM,4,CHEVROLET,GREEN,Covers,32295,'MEDIUM SUV',6730,7768,NO
ADESA,4,CHEVROLET,GREY,NULL,59281,'MEDIUM SUV',7597,8705,YES
MANHEIM,5,TOYOTA,SILVER,Covers,91523,MEDIUM,7410,10256,NO
MANHEIM,4,CHRYSLER,BLACK,Covers,63589,MEDIUM,4505,7979,YES
MANHEIM,4,JEEP,WHITE,Alloy,95097,'LARGE SUV',11252,15273,NO
MANHEIM,4,CHRYSLER,GREEN,Covers,83928,SPECIALTY,9067,13300,YES
MANHEIM,7,NISSAN,SILVER,Alloy,63243,COMPACT,3053,3797,NO
OTHER,1,DODGE,WHITE,Alloy,45744,MEDIUM,7859,8988,NO
MANHEIM,6,HONDA,SILVER,Alloy,94699,'SMALL SUV',6522,9706,NO
ADESA,5,DODGE,MAROON,Alloy,55861,'LARGE TRUCK',8478,9656,NO
OTHER,1,CHRYSLER,'NOT AVAIL',Alloy,53695,MEDIUM,6733,7772,NO
MANHEIM,6,FORD,BLACK,Alloy,84282,'LARGE SUV',8939,12155,YES
MANHEIM,1,CHEVROLET,BLUE,Covers,70598,LARGE,9216,10453,NO
MANHEIM,3,FORD,BLUE,Alloy,78482,LARGE,7919,11717,NO
MANHEIM,6,CHEVROLET,GOLD,Covers,77079,COMPACT,2079,2745,YES
MANHEIM,4,KIA,RED,Covers,75184,COMPACT,3754,7035,NO
OTHER,2,DODGE,SILVER,Covers,48699,MEDIUM,0,0,NO
MANHEIM,3,DODGE,RED,Covers,59291,SPECIALTY,7000,8060,YES
OTHER,2,DODGE,BLUE,NULL,48189,MEDIUM,8251,11900,YES
MANHEIM,5,CHRYSLER,WHITE,Alloy,73830,CROSSOVER,5482,8636,NO
ADESA,3,FORD,GREY,NULL,66893,LARGE,7567,8672,YES
ADESA,7,CHEVROLET,YELLOW,Alloy,74816,COMPACT,3415,5829,YES
MANHEIM,5,DODGE,WHITE,Covers,70271,VAN,3807,6381,YES
OTHER,3,CHEVROLET,BLUE,Covers,69168,LARGE,8052,11583,YES
MANHEIM,4,CHEVROLET,BLUE,Alloy,76478,MEDIUM,5934,9816,YES
MANHEIM,5,DODGE,GOLD,Alloy,81071,'MEDIUM SUV',5914,6887,YES
MANHEIM,4,SATURN,SILVER,Covers,79129,MEDIUM,5403,8920,YES
MANHEIM,5,CHEVROLET,GOLD,Special,77700,'LARGE SUV',7767,8888,YES
MANHEIM,4,CHRYSLER,BLUE,Covers,80449,MEDIUM,0,0,YES
MANHEIM,6,MITSUBISHI,BEIGE,Alloy,85378,'MEDIUM SUV',5548,6492,YES
ADESA,6,FORD,GREY,Alloy,44347,MEDIUM,2476,3174,YES
ADESA,5,NISSAN,SILVER,Alloy,86319,MEDIUM,5758,10631,YES
OTHER,3,KIA,WHITE,NULL,68795,MEDIUM,6779,9972,YES
OTHER,6,CHRYSLER,WHITE,Alloy,87495,MEDIUM,3494,4274,YES
MANHEIM,2,DODGE,RED,Alloy,92035,'MEDIUM SUV',9857,13311,NO
MANHEIM,6,MITSUBISHI,SILVER,Alloy,69540,'MEDIUM SUV',3624,4414,NO
OTHER,4,FORD,MAROON,Alloy,55740,MEDIUM,4072,7380,YES
OTHER,6,FORD,GREY,Covers,84735,'SMALL TRUCK',4056,7212,NO
ADESA,9,CHEVROLET,SILVER,NULL,106421,COMPACT,1634,3410,YES
MANHEIM,4,CHRYSLER,BLACK,Alloy,88278,MEDIUM,4840,8501,NO
MANHEIM,5,DODGE,WHITE,Covers,86449,VAN,5023,8974,NO
MANHEIM,9,SATURN,SILVER,Alloy,93879,MEDIUM,1446,3729,YES
MANHEIM,4,NISSAN,SILVER,Alloy,68839,MEDIUM,6488,7507,YES
OTHER,8,DODGE,MAROON,Alloy,93944,MEDIUM,1880,2530,YES
OTHER,6,DODGE,BLUE,Alloy,83888,MEDIUM,2574,5749,YES
MANHEIM,3,DODGE,GREY,Alloy,85192,SPECIALTY,10444,13841,NO
MANHEIM,6,PONTIAC,SILVER,Covers,78562,LARGE,4574,7539,NO
ADESA,7,OLDSMOBILE,GOLD,Covers,61523,MEDIUM,2065,2730,NO
MANHEIM,6,FORD,GOLD,Alloy,48488,MEDIUM,3002,3742,YES
OTHER,6,CHEVROLET,BLUE,Alloy,73921,'MEDIUM SUV',6333,9975,NO
ADESA,4,CHEVROLET,GREY,Alloy,68164,MEDIUM,6593,10233,NO
MANHEIM,5,FORD,WHITE,Alloy,68014,'LARGE TRUCK',8224,12575,NO
ADESA,5,GMC,GREY,Alloy,86450,'MEDIUM SUV',10728,15391,YES
ADESA,6,CHEVROLET,GREY,NULL,86269,'MEDIUM SUV',7143,8214,YES
MANHEIM,2,CHRYSLER,GREY,Covers,76911,SPECIALTY,10641,14104,NO
OTHER,8,NISSAN,GREEN,NULL,77542,'MEDIUM SUV',6571,9777,YES
MANHEIM,5,CHEVROLET,WHITE,Alloy,72663,MEDIUM,4549,7681,NO
ADESA,6,SUZUKI,WHITE,NULL,69411,'MEDIUM SUV',3478,4256,YES
MANHEIM,3,PONTIAC,RED,Alloy,72044,MEDIUM,8062,11423,NO
OTHER,2,DODGE,BLACK,Covers,45870,MEDIUM,7811,11114,YES
MANHEIM,5,DODGE,BLACK,Covers,51566,VAN,4927,8950,YES
ADESA,4,CHRYSLER,WHITE,NULL,83906,MEDIUM,4698,7780,YES
MANHEIM,5,SUZUKI,BLUE,Covers,55957,MEDIUM,3299,5952,NO
MANHEIM,4,CHEVROLET,WHITE,Covers,66917,MEDIUM,5070,5976,NO
MANHEIM,4,CHEVROLET,SILVER,Covers,80546,MEDIUM,6249,9411,YES
ADESA,4,DODGE,BLACK,NULL,41379,'LARGE TRUCK',9142,10373,YES
MANHEIM,3,CHRYSLER,WHITE,Covers,46958,MEDIUM,5607,6556,YES
ADESA,6,FORD,BLUE,NULL,62985,'MEDIUM SUV',5650,9017,YES
OTHER,4,KIA,SILVER,NULL,50421,VAN,7336,11442,YES
OTHER,9,FORD,WHITE,NULL,80235,MEDIUM,1971,4317,YES
MANHEIM,8,CHEVROLET,GOLD,Alloy,63097,MEDIUM,2681,3395,YES
OTHER,5,CHRYSLER,SILVER,Covers,82423,MEDIUM,3231,3989,NO
MANHEIM,6,FORD,RED,Alloy,93610,'LARGE TRUCK',11583,16534,YES
ADESA,4,HONDA,RED,Alloy,84804,MEDIUM,9362,13143,NO
MANHEIM,5,KIA,GREEN,Alloy,57255,'MEDIUM SUV',5411,6344,YES
MANHEIM,5,MINI,BLUE,Alloy,80013,COMPACT,11040,12423,YES
ADESA,5,FORD,RED,Alloy,63021,VAN,3816,4621,NO
OTHER,8,FORD,MAROON,Alloy,85805,MEDIUM,1972,4084,YES
OTHER,5,MAZDA,GREY,NULL,80743,MEDIUM,6565,9583,YES
ADESA,7,CHEVROLET,WHITE,Covers,40712,LARGE,2659,3372,NO
MANHEIM,5,DODGE,WHITE,Alloy,77300,'MEDIUM SUV',6872,7922,NO
MANHEIM,1,DODGE,SILVER,Alloy,50887,MEDIUM,7342,8429,NO
MANHEIM,4,JEEP,BLUE,Covers,71267,'SMALL SUV',8561,11779,NO
OTHER,5,CHEVROLET,GOLD,Alloy,70733,VAN,5600,6548,YES
MANHEIM,7,MITSUBISHI,SILVER,Alloy,89594,'MEDIUM SUV',4183,5018,NO
MANHEIM,2,DODGE,BLUE,Alloy,60718,'MEDIUM SUV',9884,11728,NO
MANHEIM,8,GMC,BLACK,Alloy,69844,'LARGE TRUCK',3408,6969,NO
OTHER,6,NISSAN,BLACK,Alloy,94164,'LARGE SUV',12310,16808,YES
MANHEIM,5,FORD,GREY,Alloy,58877,MEDIUM,4479,8094,YES
MANHEIM,4,MAZDA,BLUE,Alloy,73955,CROSSOVER,7532,11083,NO
ADESA,5,CHEVROLET,SILVER,Alloy,59714,VAN,3590,4377,NO
OTHER,1,DODGE,GOLD,NULL,50948,MEDIUM,6826,7872,YES
ADESA,4,CHRYSLER,BLUE,NULL,46598,MEDIUM,4578,5444,YES
ADESA,4,MITSUBISHI,GREY,Alloy,64855,MEDIUM,6269,9654,NO
MANHEIM,5,DODGE,BLACK,Alloy,46637,'MEDIUM SUV',6718,10944,NO
OTHER,4,HYUNDAI,WHITE,Alloy,73829,'MEDIUM SUV',6264,9701,NO
OTHER,8,SATURN,BLUE,Alloy,66063,MEDIUM,2778,5353,YES
MANHEIM,7,MERCURY,BROWN,Alloy,95395,MEDIUM,3641,6807,NO
MANHEIM,3,DODGE,SILVER,Covers,38029,MEDIUM,5480,6418,NO
MANHEIM,4,MAZDA,RED,Alloy,62999,CROSSOVER,7854,10695,NO
ADESA,3,KIA,RED,Covers,51920,COMPACT,4269,5111,NO
MANHEIM,3,CHEVROLET,BLUE,Covers,40276,COMPACT,4724,7897,YES
ADESA,4,CHRYSLER,WHITE,Covers,69906,VAN,5576,6522,NO
ADESA,6,HYUNDAI,GOLD,Alloy,81341,'MEDIUM SUV',4013,4834,NO
MANHEIM,7,FORD,GREEN,Alloy,97092,'LARGE SUV',6281,9967,YES
MANHEIM,7,NISSAN,GREEN,NULL,77622,MEDIUM,4070,4896,YES
MANHEIM,7,CHEVROLET,WHITE,Alloy,107799,LARGE,3859,6677,YES
MANHEIM,3,CHRYSLER,WHITE,Covers,86236,MEDIUM,5498,6438,NO
ADESA,2,MAZDA,MAROON,NULL,79092,MEDIUM,9954,13473,YES
ADESA,4,CHRYSLER,GREEN,Alloy,59316,MEDIUM,3363,4132,NO
MANHEIM,3,DODGE,WHITE,Covers,59968,SPECIALTY,7500,8600,NO
ADESA,6,FORD,SILVER,Alloy,72042,SPORTS,6456,7472,YES
OTHER,5,FORD,SILVER,Covers,94631,MEDIUM,3588,6854,NO
MANHEIM,4,FORD,BLACK,Alloy,88413,MEDIUM,9494,12976,YES
MANHEIM,6,PONTIAC,BEIGE,Alloy,102860,LARGE,4099,7269,YES
ADESA,6,LINCOLN,GREY,Alloy,79878,LARGE,5914,6887,YES
MANHEIM,4,NISSAN,GREY,Covers,71658,MEDIUM,9065,12683,NO
MANHEIM,7,FORD,BLACK,Alloy,85242,SPORTS,5516,9250,NO
MANHEIM,4,NISSAN,BLACK,NULL,74052,LARGE,11161,15138,YES
MANHEIM,4,DODGE,SILVER,Alloy,82500,VAN,4938,5833,NO
MANHEIM,7,MERCURY,GOLD,Alloy,64846,MEDIUM,3182,6400,YES
OTHER,4,SUZUKI,BLACK,Covers,61339,MEDIUM,3757,7207,YES
OTHER,2,FORD,SILVER,Alloy,90584,CROSSOVER,11061,14870,YES
MANHEIM,8,FORD,SILVER,Covers,47157,VAN,2331,4917,YES
MANHEIM,5,CHRYSLER,BLACK,Covers,59115,MEDIUM,4396,8061,YES
MANHEIM,5,PONTIAC,MAROON,Covers,97372,MEDIUM,3466,6352,YES
ADESA,3,DODGE,SILVER,Covers,74561,MEDIUM,7153,10692,YES
ADESA,2,CHEVROLET,MAROON,Alloy,73090,LARGE,8186,9341,NO
ADESA,6,OLDSMOBILE,GREEN,Covers,88000,MEDIUM,2619,3329,NO
MANHEIM,6,JEEP,GREY,Alloy,86943,'MEDIUM SUV',5396,9018,YES
ADESA,3,FORD,WHITE,Alloy,88627,LARGE,7184,11281,NO
MANHEIM,5,DODGE,SILVER,Alloy,82194,MEDIUM,4071,4897,YES
MANHEIM,5,DODGE,YELLOW,Alloy,82425,COMPACT,2075,2741,YES
MANHEIM,4,CHRYSLER,GREY,Alloy,77098,MEDIUM,4912,8229,YES
OTHER,6,CHRYSLER,BEIGE,NULL,80759,MEDIUM,0,0,YES
ADESA,6,FORD,BLUE,Alloy,60542,'LARGE SUV',8908,13124,NO
OTHER,2,CHEVROLET,SILVER,Covers,73390,MEDIUM,6269,7271,NO
MANHEIM,2,DODGE,BLACK,Covers,53273,MEDIUM,7786,11476,NO
MANHEIM,4,DODGE,BLUE,Alloy,79727,'MEDIUM SUV',8298,9462,NO
MANHEIM,4,DODGE,SILVER,Alloy,84552,VAN,5976,6954,NO
ADESA,3,SUZUKI,MAROON,NULL,39018,MEDIUM,5449,8814,YES
MANHEIM,3,CHRYSLER,WHITE,Alloy,55430,CROSSOVER,8500,9680,NO
ADESA,3,CHEVROLET,BLACK,Covers,87869,LARGE,7276,8358,NO
MANHEIM,4,DODGE,SILVER,Alloy,86067,VAN,6632,7663,YES
OTHER,1,PONTIAC,GREEN,Covers,49013,MEDIUM,9058,12827,YES
ADESA,7,SATURN,BLACK,NULL,84547,MEDIUM,2964,5943,YES
MANHEIM,5,CHEVROLET,SILVER,Alloy,61816,COMPACT,4022,6769,NO
ADESA,6,JEEP,MAROON,Alloy,71137,'SMALL SUV',5246,6166,YES
OTHER,4,KIA,BLACK,Alloy,56837,LARGE,7655,8767,YES
MANHEIM,5,FORD,BLUE,Alloy,69453,'MEDIUM SUV',5407,6340,YES
MANHEIM,5,MERCURY,WHITE,Alloy,81178,'SMALL SUV',6589,10303,YES
OTHER,5,CHEVROLET,BLUE,Alloy,74573,'LARGE SUV',10544,15612,YES
MANHEIM,3,BUICK,WHITE,Covers,80538,LARGE,8242,9401,NO
MANHEIM,4,CHRYSLER,WHITE,Alloy,74669,SPECIALTY,9464,13699,YES
MANHEIM,6,FORD,GOLD,Alloy,99899,'SMALL SUV',5138,6049,YES
OTHER,1,CHRYSLER,BLACK,NULL,45631,MEDIUM,8218,9375,YES
MANHEIM,5,KIA,MAROON,Alloy,76253,'MEDIUM SUV',6754,10382,YES
OTHER,5,DODGE,GOLD,Alloy,62380,'LARGE TRUCK',5206,6122,YES
MANHEIM,7,BUICK,WHITE,Covers,96266,MEDIUM,2859,5961,YES
MANHEIM,3,LEXUS,BLACK,Alloy,44163,SPECIALTY,21611,23840,YES
OTHER,3,KIA,WHITE,Alloy,37217,MEDIUM,0,0,NO
MANHEIM,7,FORD,BLACK,Alloy,71996,'LARGE SUV',6835,10723,NO
OTHER,6,CHEVROLET,BLACK,Alloy,83892,LARGE,6502,9423,YES
ADESA,6,CHEVROLET,GREY,Alloy,76983,'MEDIUM SUV',5546,9377,YES
ADESA,6,FORD,SILVER,Alloy,62208,'MEDIUM SUV',3612,4401,YES
OTHER,4,DODGE,SILVER,Covers,64626,SPECIALTY,5777,6739,NO
MANHEIM,7,CHEVROLET,WHITE,Covers,62746,VAN,5074,8896,NO
MANHEIM,5,FORD,BLUE,Alloy,83961,'LARGE SUV',8502,13171,NO
MANHEIM,5,SATURN,WHITE,Covers,61986,MEDIUM,3362,4131,NO
ADESA,3,HYUNDAI,SILVER,Covers,63264,MEDIUM,5402,6334,NO
MANHEIM,3,FORD,BLUE,Alloy,79558,CROSSOVER,10635,15078,YES
MANHEIM,4,CHEVROLET,WHITE,Covers,87849,LARGE,6527,9892,NO
MANHEIM,3,DODGE,BLACK,Alloy,51926,'LARGE TRUCK',11409,15399,YES
MANHEIM,8,CHRYSLER,WHITE,Alloy,76397,MEDIUM,2460,3157,YES
OTHER,7,CHEVROLET,GREEN,NULL,83371,'MEDIUM SUV',5138,6049,YES
MANHEIM,7,CHEVROLET,SILVER,Alloy,78038,'MEDIUM SUV',4848,5736,YES
ADESA,3,KIA,WHITE,Covers,52865,MEDIUM,6344,9791,NO
MANHEIM,7,FORD,GREY,Alloy,82906,VAN,2580,3286,YES
ADESA,2,CHEVROLET,WHITE,Alloy,61516,MEDIUM,6930,10843,NO
MANHEIM,3,CHEVROLET,BLUE,NULL,70231,COMPACT,4796,5680,YES
OTHER,4,FORD,WHITE,Covers,41492,MEDIUM,4262,7708,NO
MANHEIM,3,CHEVROLET,RED,Covers,76756,LARGE,8133,11729,NO
ADESA,5,FORD,RED,NULL,65598,'MEDIUM SUV',5955,6931,YES
MANHEIM,4,FORD,GREY,Covers,76851,COMPACT,5557,9054,YES
MANHEIM,6,SATURN,BLACK,Special,76235,MEDIUM,3204,6016,YES
MANHEIM,7,FORD,SILVER,Alloy,91280,COMPACT,3298,7484,NO
OTHER,6,CHEVROLET,BLUE,Covers,76904,VAN,4455,8118,NO
MANHEIM,7,INFINITI,BLACK,Special,81782,SPECIALTY,8007,10612,YES
MANHEIM,4,FORD,WHITE,Alloy,71222,MEDIUM,6855,10143,NO
OTHER,4,CHRYSLER,SILVER,Alloy,64895,MEDIUM,4140,4971,YES
MANHEIM,4,DODGE,GREY,NULL,51306,MEDIUM,5569,6515,YES
ADESA,5,CHRYSLER,GREEN,Covers,68911,VAN,3883,4694,NO
MANHEIM,5,CHRYSLER,WHITE,Alloy,73741,CROSSOVER,6211,7208,NO
MANHEIM,7,PONTIAC,GREY,Alloy,71600,LARGE,3310,6246,YES
OTHER,3,INFINITI,SILVER,NULL,40023,SPECIALTY,18900,23456,YES
MANHEIM,6,CHEVROLET,BLUE,Covers,77841,COMPACT,2439,3134,YES
ADESA,4,CHEVROLET,MAROON,Alloy,66756,MEDIUM,5298,6222,NO
MANHEIM,2,SATURN,BLUE,Covers,70204,MEDIUM,6972,8030,YES
MANHEIM,3,CHRYSLER,WHITE,Covers,67227,MEDIUM,7523,11445,NO
OTHER,3,DODGE,WHITE,Covers,65321,SPECIALTY,8375,9545,YES
MANHEIM,5,PONTIAC,MAROON,Alloy,62883,MEDIUM,6992,10241,YES
MANHEIM,9,NISSAN,SILVER,Alloy,95457,'SMALL TRUCK',5619,8444,YES
ADESA,1,DODGE,WHITE,Covers,78769,MEDIUM,7932,9067,NO
MANHEIM,4,DODGE,BLUE,Alloy,95563,'MEDIUM SUV',11931,15789,YES
MANHEIM,4,DODGE,SILVER,Special,67094,'MEDIUM SUV',8902,13283,YES
MANHEIM,5,DODGE,GREY,Alloy,90672,'MEDIUM SUV',8411,13008,YES
MANHEIM,8,MITSUBISHI,MAROON,Alloy,90142,'MEDIUM SUV',2554,3258,YES
MANHEIM,3,DODGE,SILVER,Covers,84158,VAN,6544,7568,YES
MANHEIM,6,DODGE,RED,Covers,84762,COMPACT,2550,5223,NO
MANHEIM,5,VOLKSWAGEN,BLACK,Alloy,72616,COMPACT,6890,7941,YES
MANHEIM,4,KIA,SILVER,NULL,61605,COMPACT,4263,7098,NO
OTHER,3,CHEVROLET,BLUE,Covers,62403,LARGE,7935,11337,NO
MANHEIM,3,CHEVROLET,GREEN,Covers,79937,VAN,8361,9530,NO
ADESA,3,CHEVROLET,GREY,Alloy,78958,MEDIUM,5937,6912,NO
ADESA,6,KIA,GREEN,Alloy,78349,'MEDIUM SUV',3674,4468,YES
OTHER,4,DODGE,BLUE,Covers,74401,VAN,4827,5713,NO
ADESA,2,FORD,BLACK,Covers,67239,COMPACT,7359,10901,NO
MANHEIM,3,MERCURY,GOLD,Alloy,54224,LARGE,9782,11065,NO
MANHEIM,5,FORD,RED,Alloy,64281,'LARGE TRUCK',4887,5778,YES
ADESA,6,MITSUBISHI,BLACK,Alloy,77888,'MEDIUM SUV',6996,10092,NO
MANHEIM,7,HYUNDAI,SILVER,Covers,60393,COMPACT,2044,4819,NO
OTHER,1,DODGE,SILVER,Covers,42687,MEDIUM,8196,9352,NO
MANHEIM,6,FORD,SILVER,Alloy,95631,VAN,3832,7596,YES
MANHEIM,2,PONTIAC,WHITE,Alloy,56054,LARGE,7812,8937,NO
MANHEIM,4,CHRYSLER,GREEN,Alloy,80574,VAN,11175,15257,YES
OTHER,3,TOYOTA,GOLD,Covers,71856,MEDIUM,10301,13999,YES
ADESA,3,FORD,SILVER,Alloy,87617,'SMALL SUV',10543,14875,YES
MANHEIM,6,CHEVROLET,SILVER,Alloy,88560,'LARGE SUV',8664,12739,NO
OTHER,5,CHRYSLER,GREY,Covers,80089,MEDIUM,3487,4266,NO
OTHER,3,CHEVROLET,BLUE,Covers,83362,MEDIUM,5842,6809,YES
MANHEIM,3,CHEVROLET,WHITE,Covers,63937,LARGE,8015,11537,NO
MANHEIM,7,FORD,RED,Alloy,67599,SPORTS,6604,10299,NO
MANHEIM,4,FORD,GREY,Covers,56346,'SMALL SUV',5736,8726,NO
MANHEIM,7,CHEVROLET,BEIGE,Alloy,86164,'MEDIUM SUV',4692,5567,NO
MANHEIM,5,DODGE,RED,NULL,79675,COMPACT,3278,7007,YES
MANHEIM,4,CHEVROLET,BROWN,Alloy,83848,VAN,7590,13406,NO
OTHER,5,PONTIAC,BEIGE,NULL,67809,LARGE,5060,5965,YES
OTHER,3,PONTIAC,SILVER,Alloy,84306,MEDIUM,8276,9438,NO
OTHER,2,KIA,SILVER,Covers,43763,MEDIUM,6599,9675,NO
OTHER,6,JEEP,MAROON,Alloy,81775,'SMALL SUV',5300,7857,NO
MANHEIM,3,FORD,RED,Alloy,53632,SPORTS,10784,14660,NO
ADESA,4,CHEVROLET,RED,Alloy,84398,LARGE,6070,9221,NO
MANHEIM,4,CHRYSLER,BLACK,Covers,85542,MEDIUM,4273,5115,YES
MANHEIM,6,HONDA,GREY,Alloy,75625,'LARGE SUV',8752,12743,YES
MANHEIM,7,FORD,GOLD,Alloy,83924,MEDIUM,2690,5465,YES
ADESA,5,DODGE,SILVER,Alloy,86248,'LARGE TRUCK',8509,13007,NO
ADESA,5,CHEVROLET,GOLD,NULL,93748,'LARGE SUV',7383,8474,YES
MANHEIM,5,DODGE,RED,Alloy,59507,'SMALL TRUCK',5376,6306,NO
MANHEIM,5,TOYOTA,GREY,Alloy,84193,'LARGE TRUCK',10334,14661,NO
MANHEIM,4,CHEVROLET,SILVER,Covers,67219,'MEDIUM SUV',6958,8015,NO
OTHER,1,CHRYSLER,RED,Covers,41707,MEDIUM,7051,10605,NO
MANHEIM,5,KIA,BLUE,Covers,67587,VAN,2703,3419,YES
MANHEIM,8,BUICK,WHITE,Alloy,77111,MEDIUM,2550,3254,NO
OTHER,3,CHEVROLET,RED,Alloy,82737,COMPACT,7797,11026,YES
MANHEIM,4,CHEVROLET,GOLD,Alloy,86774,'MEDIUM SUV',9302,10546,YES
MANHEIM,5,JEEP,BLACK,Alloy,90293,'MEDIUM SUV',6639,7670,YES
MANHEIM,3,CHEVROLET,BLUE,Alloy,61773,LARGE,7739,8858,NO
OTHER,1,DODGE,BEIGE,Covers,47077,MEDIUM,7245,8325,NO
MANHEIM,6,CHRYSLER,BLUE,Special,61291,MEDIUM,3332,6747,YES
MANHEIM,2,CHEVROLET,GREY,Alloy,53810,LARGE,0,0,NO
MANHEIM,6,JEEP,GREEN,Covers,94461,'SMALL SUV',6277,10042,NO
MANHEIM,3,DODGE,BLUE,Covers,68877,VAN,6544,7568,NO
OTHER,7,PONTIAC,WHITE,Alloy,81191,LARGE,2285,5368,YES
MANHEIM,4,GMC,BLUE,Alloy,73983,'LARGE TRUCK',10597,15922,NO
MANHEIM,3,CHRYSLER,MAROON,Covers,53209,MEDIUM,6081,9443,YES
MANHEIM,7,PONTIAC,SILVER,Alloy,85595,LARGE,2844,3572,NO
MANHEIM,5,FORD,GREY,Alloy,88566,MEDIUM,3188,3943,YES
OTHER,3,CHEVROLET,WHITE,Covers,48981,COMPACT,5160,6073,NO
MANHEIM,6,HONDA,BLUE,Special,81215,'SMALL SUV',5066,8274,NO
OTHER,3,FORD,BLACK,Alloy,72484,CROSSOVER,8937,13894,NO
MANHEIM,9,FORD,SILVER,Alloy,39850,COMPACT,1929,4458,NO
MANHEIM,5,CHRYSLER,SILVER,Alloy,65080,MEDIUM,3876,4686,YES
OTHER,2,DODGE,WHITE,Alloy,77592,MEDIUM,8312,9477,YES
MANHEIM,2,CHEVROLET,GOLD,Alloy,88250,LARGE,8383,9554,NO
MANHEIM,4,KIA,WHITE,Covers,70520,MEDIUM,5204,8867,NO
